"PLU","CATEGORY","COMMODITY","VARIETY","SIZE","MEASUREMENTS: NORTH AMERICA","MEASUREMENTS: REST OF WORLD","RESTRICTIONS / NOTES","BOTANICAL NAME","AKA","NOTES","REVISION DATE","DATE ADDED","GPC","IMAGE","IMAGE_SOURCE","","",""
"3432","Fruits","TANGERINES/MANDARINS","Imperial","Medium","","","Restricted from ANY use in Canada or the U.S.","Citrus spp.","","","2003-10-03 00:00:00","2003-10-03 00:00:00"," ","","","","",""
"3433","Fruits","TANGERINES/MANDARINS","Imperial","Large","","","Restricted from ANY use in Canada or the U.S.","Citrus spp.","","","2003-10-03 00:00:00","2003-10-03 00:00:00"," ","","","","",""
"3434","Fruits","PEARS","Tosca"," All Sizes ","","","","Pyrus spp.","","","2021-08-16 19:47:47","2006-05-24 00:00:00"," ","http://check.ifpsglobal.com/file/view/tosca-pear-photo_1629143259.jpg","","","",""
"3435","Fruits","APPLES","Pinova"," All Sizes ","","","","Malus domestica","","","2021-02-26 15:18:47","2006-05-24 00:00:00"," ","http://check.ifpsglobal.com/file/view/pinova-apple-photo_1629148541.jpg","","","",""
"3436","Vegetables","CAULIFLOWER","Orange","All Sizes","","","","Brassica oleracea","","","2006-05-24 00:00:00","2006-05-24 00:00:00"," ","http://check.ifpsglobal.com/file/view/3436-cauliflower-baby-orange-01_1616185850.jpg","","","",""
"3437","Fruits","NECTARINE","Flat Yellow","All Sizes","","","","Prunus persica","","","2006-05-24 00:00:00","2006-05-24 00:00:00"," ","http://check.ifpsglobal.com/file/view/yellow-fleshed-flat-nectarine_1629140965.jpg","","","",""
"3438","Fruits","APPLES","Ambrosia"," All other sizes    ","","","","Malus domestica","","","2021-02-26 15:19:25","2006-05-24 00:00:00"," ","http://check.ifpsglobal.com/file/view/ambrosia-photo-1_1629149173.jpg","","","",""
"3439","Fruits","NECTARINE","White Flesh Flat","All Sizes","","","","Prunus persica","","","2007-10-23 00:00:00","2007-10-23 00:00:00"," ","","","","",""
"3440","Fruits","POMEGRANATE","","Large","24 size and larger","Average Fruit Dimensions = 4.25 and larger","","Punica granatum","","","2016-06-20 19:09:33","2007-10-30 00:00:00"," ","http://check.ifpsglobal.com/file/view/3440-large-pomegranate_1486484749.JPG","","","",""
"3441","Vegetables","SQUASH","Butterkin","All Sizes ","","","","Cucurbita moshata","","","2018-10-08 15:27:07","2014-05-15 00:00:00"," ","http://check.ifpsglobal.com/file/view/3441-butterkin-squash_1460403302.jpg","","","",""
"3442","Fruits","APPLES","New York 1","All Sizes ","","","","Malus domestica","SnapDragon","","2018-10-08 15:27:52","2014-09-05 00:00:00"," ","http://check.ifpsglobal.com/file/view/3442-new-york-1-apple_1460475041.JPG","","","",""
"3443","Fruits","APPLES","New York 2","All Sizes ","","","","Malus domestica","RubyFrost","","2018-10-08 15:28:40","2014-09-05 00:00:00"," ","http://check.ifpsglobal.com/file/view/3443-new-york-2-apple_1460475001.jpg","","","",""
"3444","Fruits","APPLES","Green Dragon","All Sizes ","","","","Malus domestica","Chin Loung","","2018-10-08 15:29:26","2014-09-05 00:00:00"," ","http://check.ifpsglobal.com/file/view/3444-green-dragon-apple_1460404396.jpg","","","",""
"3445","Fruits","APPLES","DS 3","All Sizes ","","","","Malus domestica","Pazazz","","2018-10-08 15:30:05","2014-09-05 00:00:00"," ","http://check.ifpsglobal.com/file/view/3445-ds-3-apple_1460471946.jpg","","","",""
"3446","Vegetables","KALE SPROUTS","","All Sizes ","","","","Brassica Oleracea","","","2018-10-08 15:30:51","2014-12-02 00:00:00"," ","http://check.ifpsglobal.com/file/view/3446-kale-sprouts_1460404608.jpg","","","",""
"3447","Fruits","APPLES","DS 22","All Sizes ","","","","Malus domestica","Riverbelle","","2018-10-08 15:31:31","2014-12-02 00:00:00"," ","http://check.ifpsglobal.com/file/view/3447-ds-22-apple-1_1460404106.jpg","","","",""
"3448","Fruits","CHERRIES","Tip Top"," All Sizes  ","","","","Prunus spp.","Skylar Rae","","2021-02-26 14:34:55","2015-01-29 00:00:00"," ","http://check.ifpsglobal.com/file/view/3448-tip-top-cherry_1460476077.JPG","","","",""
"3449","Fruits","GRAPES","Sugrathirteen","All Sizes ","","","","Vitis Vinifera I.","MIDNIGHT BEAUTY® brand","","2018-10-08 15:33:11","2015-03-27 00:00:00"," ","http://check.ifpsglobal.com/file/view/3449-sugrathirteen-grape_1460475825.JPG","","","",""
"3450","Fruits","GRAPES","Sugranineteen","All Sizes ","","","","Vitis Vinifera I.","SCARLOTTA SEEDLESS® brand","","2018-10-08 15:34:05","2015-03-27 00:00:00"," ","http://check.ifpsglobal.com/file/view/3450-sugraninteen-grape_1460475750.JPG","","","",""
"3451","Fruits","GRAPES","Sugrathirtyfour","All Sizes ","","","","Vitis Vinifera","ADORA SEEDLESS® brand","","2018-10-08 15:35:18","2015-03-27 00:00:00"," ","http://check.ifpsglobal.com/file/view/3451-sugrathirtyfour-grape_1460475976.jpg","","","",""
"3452","Fruits","GRAPES","Sugrathirtyfive","All Sizes ","","","","Vitis Vinifera","AUTUMNCRISP® brand","","2018-10-08 15:36:16","2015-03-27 00:00:00"," ","http://check.ifpsglobal.com/file/view/3452-sugrathirtyfive-grape_1460475927.JPG","","","",""
"3453","Vegetables","GALANGAL ROOT","","All Sizes ","","","","Alpinia officinarum","","","2018-10-08 15:37:20","2015-03-27 00:00:00"," ","","","","",""
"3454","Fruits","JACKFRUIT","Green","All Sizes ","","","","Artocarpus heterophylus","","","2018-10-08 15:38:12","2015-03-27 00:00:00"," ","","","","",""
"3455","Fruits","JACKFRUIT","Yellow","All Sizes ","","","","Artocarpus heterophylus","","","2018-10-08 15:39:06","2015-03-27 00:00:00"," ","","","","",""
"3456","Fruits","MELON","Winter","All Sizes ","","","","Cucumis melo","","","2018-10-08 15:39:53","2015-03-27 00:00:00"," ","","","","",""
"3457","Fruits","PLUMS","President","All Sizes  ","","","","Prunus spp.","","","2018-10-08 15:43:53","2015-03-27 00:00:00"," ","","","","",""
"3458","Vegetables","TOMATOES","Cherry - Orange","All Sizes ","","","","Lycopersicon esculenta","","","2018-10-08 15:44:44","2015-03-27 00:00:00"," ","","","","",""
"3459","Fruits","PERSIMMON","Shiny Red","All Sizes ","","","","Diospyros kaki","","","2018-10-08 15:45:31","2015-08-20 09:22:12"," ","http://check.ifpsglobal.com/file/view/3459-shiny-red-persimmon_1486570958.JPG","","","",""
"3460","Fruits","APPLES","Red Jonaprince"," All Sizes  ","","","","Malus domestica","Red Prince","","2021-02-26 15:20:23","2015-08-20 09:21:36"," ","http://check.ifpsglobal.com/file/view/3460-red-jonaprince-apple_1460474741.JPG","","","",""
"3461","Fruits","APPLES","Lady Williams"," All Sizes  ","","","","Malus domestica","","","2021-02-26 15:20:56","2015-09-03 20:06:40"," ","http://check.ifpsglobal.com/file/view/lady-william-apples_1629313435.png","","","",""
"3462","Herbs","CHIVES","Garlic/Chinese","All Sizes ","","","","Allium tuberosum","","","2018-10-08 15:47:51","2015-09-03 20:07:41"," ","","","","",""
"3463","Vegetables","Amaranth/Callaloo/Een Choy","","All Sizes ","","","","amaranthus spp.","Chinese spinach, yin choy","","2018-10-08 15:48:45","2016-02-12 17:14:46"," ","","","","",""
"3464","Fruits","MANGO","B-74","All Sizes  ","","","","Mangifera ","Calypso™","","2018-10-08 15:49:31","2016-02-08 16:12:13"," ","http://check.ifpsglobal.com/file/view/ingredient-mango_1547119656.jpg","","","",""
"3465","Vegetables","PEPPERS (CAPSICUMS)","Stripy Bell","All Sizes   ","","","","Capsicum","Enjoya™","","2018-10-08 15:50:21","2016-02-08 16:17:05"," ","http://check.ifpsglobal.com/file/view/3465-stripy-bell-pepper-image_1455298271.jpg","","","",""
"3466","Fruits","PEARS","Cape Rose","All Sizes ","","","","Pyrus communis","Cheeky®","","2018-10-08 15:53:37","2016-02-08 16:18:37"," ","http://check.ifpsglobal.com/file/view/3466-cape-rose-pear-image_1455298305.jpg","","","",""
"3467","Fruits","APPLES","Regal 13-82"," All Sizes  ","","","","Malus domestica","Juici™","","2021-02-26 15:21:38","2016-02-08 16:20:16"," ","http://check.ifpsglobal.com/file/view/3467-regal-13-82-apple-image_1455298344.jpg","","","",""
"3468","Fruits","APPLES","Honeycrisp"," Small  ","100 size and smaller","Average Fruit Weight less than 205g","","Malus domestica","","","2021-02-26 15:22:15","2016-03-01 20:51:58"," ","http://check.ifpsglobal.com/file/view/honeycrisp-apple-pic-2-082914_1456865549.jpg","","","",""
"3469","Fruits","GRAPES","Sugrasixteen","All Sizes ","","","","Vitis Vinifera I.","SABLE SEEDLESS® brand","","2018-10-08 14:00:59","2016-05-02 13:49:24"," ","http://check.ifpsglobal.com/file/view/3469-sugrasixteen-grape_1462197403.JPG","","","",""
"3470","Fruits","MELON","Watermelon - Red, Small Seeds","All Sizes  ","","","","Citrullus lanatus","","","2018-10-08 14:03:35","2016-05-16 20:03:50"," ","http://check.ifpsglobal.com/file/view/3470-watermelon-red-small-seeds_1463430265.JPG","","","",""
"3471","Vegetables","CACTUS LEAVES (Nopales/Cactus Pads)","Baby","All Sizes   ","","","","Opuntia sp","","","2018-10-08 14:06:04","2016-05-26 14:03:09"," ","http://check.ifpsglobal.com/file/view/cactus-leaves-3471_1625791906.jpg","","","",""
"3472","Herbs","SACRED PEPPER","","All Sizes ","","","","Piper sanctum","Sacred pepper leaf","","2018-10-08 14:07:26","2016-05-26 14:04:21"," ","http://check.ifpsglobal.com/file/view/sacred-pepper-3472_1625791769.jpg","","","",""
"3473","Herbs","EPAZOTE","","All Sizes ","","","","Chenopodium ambrosioides L.","","","2018-10-08 14:15:11","2016-05-26 14:05:59"," ","http://check.ifpsglobal.com/file/view/3473-epazote-02_1616187607.jpg","","","",""
"3474","Vegetables","SWEET POTATO/YAM/KUMARA","Saffron","All Sizes ","","","","Escobedia linearis Schlecht","","","2018-10-08 14:16:47","2016-05-26 14:07:56"," ","http://check.ifpsglobal.com/file/view/saffron-sweet-potato-3474-crop_1625791682.jpg","","","",""
"3475","Herbs","MINT","Peppermint","All Sizes  ","","","","Mentha piperata","","","2018-10-08 14:14:09","2016-05-26 14:09:57"," ","http://check.ifpsglobal.com/file/view/peppermint-3475_1625790587.jpg","","","",""
"3476","Herbs","ORANGE TREE LEAF","","All Sizes   ","","","","Citrus x sinensis (L.) Osbeck","","","2018-10-08 14:17:48","2016-05-26 14:11:17"," ","http://check.ifpsglobal.com/file/view/orange-tree-leaf-3476_1625790500.jpg","","","",""
"3477","Herbs","PAPALO","","All Sizes ","","","","Porophyllum macrocephalum DC.","Summer cilantro, Bolivian coriander","","2018-10-08 14:18:41","2016-05-26 14:13:07"," ","http://check.ifpsglobal.com/file/view/papalo-3477_1625790443.jpg","","","",""
"3478","Vegetables","QUELITES","","All Sizes ","","","","Chenopodium spp.","","","2018-10-08 14:20:53","2016-05-26 14:14:32"," ","http://check.ifpsglobal.com/file/view/quelite-3478_1625790359.jpg","","","",""
"3479","Vegetables","CHIPILIN LEAF","","All Sizes ","","","","Crotalaria longirostrata","Chepil","","2018-10-08 14:25:04","2016-05-26 14:17:28"," ","http://check.ifpsglobal.com/file/view/chipilin-leaf-3479_1625790277.jpg","","","",""
"3480","Vegetables","PUMPKIN VINE","","All Sizes  ","","","","Cucurbita pepo","Pumpkin vine","","2018-10-08 14:26:12","2016-05-26 14:18:41"," ","http://check.ifpsglobal.com/file/view/pumpkin-vine-3480_1625790222.jpg","","","",""
"3481","Vegetables","XPELON","","All Sizes   ","","","","Phaseolus lunatus","Xpelon bean","","2018-10-08 14:27:22","2016-05-26 14:20:12"," ","http://check.ifpsglobal.com/file/view/expelon-3481_1625790150.jpg","","","",""
"3482","Herbs","RABBIT HERB","","All Sizes ","","","","Porophyllum linaria (Cav.) DC.","","","2018-10-08 14:28:12","2016-05-26 14:21:29"," ","http://check.ifpsglobal.com/file/view/rabbit-herb-3482_1625790078.jpg","","","",""
"3483","Herbs","PURPLE HERB","","All Sizes ","","","","Solanum americanum Mill.","Purple grass","","2018-10-08 14:28:58","2016-05-26 14:22:31"," ","http://check.ifpsglobal.com/file/view/purple-herb-3483_1625789958.jpg","","","",""
"3484","Fruits","APPLES","Dalinette","   All Sizes    ","","","","Malus domestica","Choupette","","2021-02-26 15:23:30","2016-07-18 17:35:37"," ","http://check.ifpsglobal.com/file/view/3484-dalinette-apple_1468863527.jpeg","","","",""
"3485","Fruits","PEARS","Harovin Sundown"," All Sizes  ","","","","Pyrus communis","Cold Snap™","","2020-03-09 18:18:15","2016-10-31 20:50:02"," ","http://check.ifpsglobal.com/file/view/3485-harovin-sundown-pear_1478113625.JPG","","","",""
"3486","Fruits","APPLES","CN121","All Sizes ","","","","Malus domestica","SugarBee™","","2018-10-08 14:32:55","2016-10-31 18:44:09"," ","http://check.ifpsglobal.com/file/view/3486-cn121-apple-image_1477940116.JPG","","","",""
"3487","Fruits","APPLES","MN 55","All Sizes  ","","","","Malus domestica","Rave™, First Kiss™","","2018-10-08 14:33:45","2016-10-31 20:22:14"," ","http://check.ifpsglobal.com/file/view/3487-mn-apple_1486486057.JPG","","","",""
"3488","Fruits","MANGO","Red","Extra Large  ","7 and Larger","","","Mangifera indica","","","2018-10-08 14:35:51","2017-01-18 19:06:37"," ","http://check.ifpsglobal.com/file/view/3488-xl-red-mango_1485985967.JPG","","","",""
"3489","Fruits","PEARS","Cepuna","All Sizes   ","","","","Pyrus communis","Migo™","","2018-10-08 14:37:46","2017-01-26 20:07:26"," ","http://check.ifpsglobal.com/file/view/3489-cepuna-pear_1485985161.JPG","","","",""
"3490","Fruits","APPLES","MAIA 1","All sizes  ","","","","Malus domestica","EverCrisp™","","2018-02-07 20:34:03","2018-02-07 20:33:06"," ","http://check.ifpsglobal.com/file/view/maia-1-apple-3490_1501621759.JPG","","","",""
"3491","Fruits","GRAPES","ARRA FIFTEEN","All Sizes  ","","","","Vitis vinifera","Sweeties™","","2018-04-05 15:27:59","2018-02-08 15:51:43"," ","http://check.ifpsglobal.com/file/view/arra-15-grape_1518122851.JPG","","","",""
"3492","Fruits","GRAPES","ARRA TWENTYNINE","All Sizes   ","","","","Vitis vinifera","Passion Fire™","","2018-04-05 15:28:24","2018-02-08 16:09:57"," ","http://check.ifpsglobal.com/file/view/arra-29-grape_1518123352.jpg","","","",""
"3493","Vegetables","ONIONS","Tearless Sweet","All Sizes ","","","","Allium cepa","Sunions","","2018-05-08 17:08:48","2018-05-08 17:05:16"," ","http://check.ifpsglobal.com/file/view/3493-tearless-sweet-onion_1616442954.jpg","","","",""
"3494","Fruits","MELON","Watermelon - Yellow Mini Seedless","3-7 LBS","","","","Citullus lanatus","Sunny Gold™","","2018-05-11 17:48:57","2018-05-11 17:48:57"," ","http://check.ifpsglobal.com/file/view/mini-yellow-seedless-watermelon-image_1629294968.PNG","","","",""
"3495","Fruits","PEARS","Celina","All Sizes  ","","","","Pyrus communis","QTee®","","2018-05-08 18:55:03","2018-05-08 18:55:03"," ","http://check.ifpsglobal.com/file/view/3495-celina-pear_1616443132.JPG","","","",""
"3496","Fruits","GRAPES","IFG Core Red Seedless","    All Sizes       ","","","","Vitis vinifera","IFG 68-175 (Sweet Celebration®), IFG Four (Sweet Romance®), IFG None (Jack's Salute®)","Image is representative of the PLU commodity type and does not show all varieties covered under this PLU code.","2021-10-01 14:55:32","2018-05-09 14:57:49"," ","http://check.ifpsglobal.com/file/view/3496-ifg-core-red-seedless_1625009014.jpeg","Image is representative of the PLU commodity type and does not show all varieties covered under this PLU code.","","",""
"3497","Fruits","GRAPES","IFG Core Black Seedless "," All Sizes  ","","","","Vitis vinifera","IFG One (Sweet Surrender®), IFG Eight (Sweet Enchantment®), IFG Thirteen (Sweet Secrets®), IFG Fifteen (Sweet Surprise®), IFGSixteen (Sweet Surprise®), IFG Seventeen (Sweet Joy®), IFG Twenty-Five (Sweet Magic®), IFG Twenty-Six (Sweet Bond®) ","","2021-06-29 23:28:29","2018-05-09 14:59:58"," ","http://check.ifpsglobal.com/file/view/3497-ifg-core-black-seedless_1625009299.jpeg","Image is representative of the PLU commodity type and does not show all varieties covered under this PLU code.","","",""
"3498","Fruits","GRAPES","IFG Core Green Seedless","  All Sizes    ","","","","Vitis vinifera","IFG Two (Sweet Sunshine®), IFG Ten (Sweet Globe®), IFG Eleven (Sugar Crisp®)","","2021-06-29 23:31:55","2018-05-09 15:12:32"," ","http://check.ifpsglobal.com/file/view/3498-ifg-core-green-seedless-grape_1625009435.jpeg","Image is representative of the PLU commodity type and does not show all varieties covered under this PLU code.","","",""
"3499","Fruits","GRAPES","IFG Novelty Red Seedless"," All Sizes    ","","","","Vitis vinifera","IFG Fourteen (Sweet Mayabelle®), IFG Eighteen (Sweet Nectar®), IFG Nineteen (Candy Hearts®), IFG Twenty-One (Candy Snaps®), IFG Twenty-Three (Candy Drops®)","","2021-06-29 23:37:20","2018-05-09 15:16:32"," ","http://check.ifpsglobal.com/file/view/3499-ifg-novelty-red-seedless-grape_1625009826.jpeg","Image is representative of the PLU commodity type and does not show all varieties covered under this PLU code.","","",""
"3500","Fruits","GRAPES","IFG Novelty Black Seedless","    All Sizes     ","","","","Vitis vinifera","IFG Six (Sweet Sapphire®). IFG Twelve (Funny Fingers®), IFG Twenty (Candy Crunch®), IFG Twenty-Two (Candy Dream®s)","","2021-06-29 23:42:30","2018-05-09 15:36:51"," ","http://check.ifpsglobal.com/file/view/3500-ifg-novelty-black-seedless-grape_1625009993.jpeg","Image is representative of the PLU commodity type and does not show all varieties covered under this PLU code.","","",""
"3501","Fruits","GRAPES","IFG Novelty Green Seedless","  All Sizes    ","","","","Vitis vinifera","IFG Seven (Cotton Candy®)","","2021-06-29 23:43:25","2018-05-09 15:38:39"," ","http://check.ifpsglobal.com/file/view/3501-novelty-green-seedless-grape_1625010191.jpg","Image is representative of the PLU commodity type and does not show all varieties covered under this PLU code.","","",""
"3502","Fruits","GRAPES","ARRA TWENTYSEVEN","  All Sizes     ","","","","Vitis vinifera","ARRA 27, Mystic Star","","2021-06-29 23:48:34","2018-05-11 16:42:41"," ","http://check.ifpsglobal.com/file/view/3502-arra-27-grape_1625010352.jpeg","","","",""
"3503","Fruits","GRAPES","ARRA TWENTYEIGHT","  All Sizes   ","","","","Vitis vinifera","Passion Punch™","","2021-06-29 23:50:34","2018-05-11 16:46:05"," ","http://check.ifpsglobal.com/file/view/arra-28-image-2_1629295941.PNG","","","",""
"3504","Fruits","GRAPES","ARRA THIRTY"," All Sizes   ","","","","Vitis vinifera","Sugardrop","","2021-06-29 23:52:11","2018-05-11 16:47:28"," ","http://check.ifpsglobal.com/file/view/3504-arra30-grape-image_1625010693.jpeg","","","",""
